2016-07-09 0:04:07, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[37]------ 读取签名证书…… 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[62]------ 签名证书读取成功，序列号：68759663125 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[23]------ =====签名报文开始====== 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[29]------ 签名key=val&...串 >accessType=0&backUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&bizType=000201&certId=68759663125&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&merId=777290058110048&orderId=1111&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20160709000806&txnType=01&version=5.0.0 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[32]------ 摘要sha1x16 >4fbfd6791485460ea6d7181b46929b186438f478 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[40]------ 签名串为 >jGBIQVLm4+vc26f7DOKmsR0X2rb+y80lKwzYM4OEvbmgA+7NOzpaTanm0bLjULM4ouYUs8KsgOjxZEzxNHfKEtajQbu2p6q4SQwMCjlVwOfy7HPAuggeOXFSi912rgakNu4R5WYKKva4iOsntFC7/F4ceEkUrRfaJk0dO4W5OvZzaQ9gREzG/i7i957ZUcD1j1AzuHifID695VI8io02jDjccXtRkKBjLcYdoWTqY5UUrtI+hHQrq46aYVjYzTGoCe/rS2ytHg7RXhsKXAqvV/OsfSpbAXudE0dNvs5v1/0F0r8xCZxjvSmwUWjsrXNp8fnoMmnoDLdTxFF9DgDbFQ== 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[45]------ =====签名报文结束====== 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[102]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-07-09 0:08:06, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[103]------ 后台请求报文为>version=5.0.0&encoding=utf-8&txnType=01&txnSubType=01&bizType=000201&frontUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&backUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&signMethod=01&channelType=08&accessType=0&currencyCode=156&merId=777290058110048&orderId=1111&txnTime=20160709000806&txnAmt=100&certId=68759663125&signature=jGBIQVLm4%2Bvc26f7DOKmsR0X2rb%2By80lKwzYM4OEvbmgA%2B7NOzpaTanm0bLjULM4ouYUs8KsgOjxZEzxNHfKEtajQbu2p6q4SQwMCjlVwOfy7HPAuggeOXFSi912rgakNu4R5WYKKva4iOsntFC7%2FF4ceEkUrRfaJk0dO4W5OvZzaQ9gREzG%2Fi7i957ZUcD1j1AzuHifID695VI8io02jDjccXtRkKBjLcYdoWTqY5UUrtI%2BhHQrq46aYVjYzTGoCe%2FrS2ytHg7RXhsKXAqvV%2FOsfSpbAXudE0dNvs5v1%2F0F0r8xCZxjvSmwUWjsrXNp8fnoMmnoDLdTxFF9DgDbFQ%3D%3D 
2016-07-09 0:08:07, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[117]------ 后台返回结果为>txnType=01&respCode=10&frontUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&channelType=08&currencyCode=156&merId=777290058110048&txnSubType=01&txnAmt=100&version=5.0.0&signMethod=01&backUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&certId=68759585097&encoding=utf-8&respMsg=[9100003]Invalid field[orderId]&bizType=000201&signature=QNN42rjVkth3z+JB3oAGutwWdXkbgFjuy13aBJ2htkor+FGLYXqzv8iQMXtf+v/Vyf3Utd5Ccutxxluh0fUteEZnYrLCLaR01csfEET1EfII0etJilXyhF8SxlHIZ1QlPTVd42oBXc8vXaIfpAjOYUY1/K65Gni6LLVqR7lWZoJkndEqE0bHWQC9d6SXx6jgj/xXOlb5T6yZOnorRVikykcj0M3qQzS41XzM82xuPYMsQ2dMglqL/S4eUjoOjmd9Q6NCciSBiZbJ6RpdrYC0y4jQDMl4hF9N7v1IdRRmQ8liudEqpiA6szWNxCZXDybiVA7u48dS3Km/vPPcGTmTeg==&orderId=1111&txnTime=20160709000806&accessType=0 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[37]------ 读取签名证书…… 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[62]------ 签名证书读取成功，序列号：68759663125 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[23]------ =====签名报文开始====== 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[29]------ 签名key=val&...串 >accessType=0&backUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&bizType=000201&certId=68759663125&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&merId=777290058110048&orderId=1234567890&signMethod=01&txnAmt=111100&txnSubType=01&txnTime=20160709001458&txnType=01&version=5.0.0 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[32]------ 摘要sha1x16 >d4b4995a3000444f39bc99e0267b4fabe66754a4 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[40]------ 签名串为 >rHBCR6PVT/YZp2sQLFOFKGiNGnyG6VNB49eGBu6KQRPBIxN+8AJSsiLgNizfHVqNYcY9xsDnQm3KY6zuec1r4uarBdeE6mFbCdC5ulAVTFoSY3/JDp0axTzChjKzaMaKhT4LQkNXkBkSw8Ww3JuNiHQt3x4AyzxBHH8iWpuehliIf3sKmxSxOxn5TcKxYUaWtRb3YItNtKIv+o5hPlwT7EyPgGvQKinvLRksZacdJ9gpxTInB14CUXBY6vB10A6zAbj0LVC0Z7EuC3tBxWZZ4VlOZRGzuoBa3Rwpv1xIVepU95vSerU0hPiBfg7btd+PbAh4REuZcUhULrzjSA+dQw== 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[45]------ =====签名报文结束====== 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[102]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-07-09 0:14:58, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[103]------ 后台请求报文为>version=5.0.0&encoding=utf-8&txnType=01&txnSubType=01&bizType=000201&frontUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&backUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&signMethod=01&channelType=08&accessType=0&currencyCode=156&merId=777290058110048&orderId=1234567890&txnTime=20160709001458&txnAmt=111100&certId=68759663125&signature=rHBCR6PVT%2FYZp2sQLFOFKGiNGnyG6VNB49eGBu6KQRPBIxN%2B8AJSsiLgNizfHVqNYcY9xsDnQm3KY6zuec1r4uarBdeE6mFbCdC5ulAVTFoSY3%2FJDp0axTzChjKzaMaKhT4LQkNXkBkSw8Ww3JuNiHQt3x4AyzxBHH8iWpuehliIf3sKmxSxOxn5TcKxYUaWtRb3YItNtKIv%2Bo5hPlwT7EyPgGvQKinvLRksZacdJ9gpxTInB14CUXBY6vB10A6zAbj0LVC0Z7EuC3tBxWZZ4VlOZRGzuoBa3Rwpv1xIVepU95vSerU0hPiBfg7btd%2BPbAh4REuZcUhULrzjSA%2BdQw%3D%3D 
2016-07-09 0:14:59, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[117]------ 后台返回结果为>accessType=0&bizType=000201&encoding=utf-8&merId=777290058110048&orderId=1234567890&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201607090014582933138&txnSubType=01&txnTime=20160709001458&txnType=01&version=5.0.0&certId=68759585097&signature=Ppdez8J477HxCET8D/77udD7IOB0ysUg4c0TnyVLX7qAB/F7zHWC6oMfQb9oYZetOkVCBqr+NmIZcKW36O2Z9Mgssx8UtMlDTT4mj0OILxBTfYY6j7lwonqA0wrksQwCuDZneyemGad9bDqdD/hIRKpz1HnISSeGy3nTQ8k1x0DOLtnOBwNvwvOo9fwI5+It8QOzDq09ow+tgd23/qiiVME7f7OHIhvelky2B1fBqrC32LfkPbmyd++3QKV8eyYm/Zy6sjXPJlS+DRn8rQI8Tq8KCV5uTfCT3OUs/K9cv5Q3TngGvV7EK4GYwDE0Yw41ik99a1C1n3p/7hYz0D00/A== 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[37]------ 读取签名证书…… 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[62]------ 签名证书读取成功，序列号：68759663125 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[23]------ =====签名报文开始====== 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[29]------ 签名key=val&...串 >accessType=0&backUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&bizType=000201&certId=68759663125&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&merId=777290058110048&orderId=1234567890&signMethod=01&txnAmt=111100&txnSubType=01&txnTime=20160709001523&txnType=01&version=5.0.0 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[32]------ 摘要sha1x16 >f59d8a544b0e1cdf2c2f0421a6b63efbb3909265 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[40]------ 签名串为 >BM/XQN0xKs3IcQf2su7IADvgCiDhrWj3fh9mHrXn+D0+OiDdzXc84B9z245qeJNvNq6co+nF+SN6jSxdZHFXPxFDuPDYLqRfnuW1gm/YCYpdB/eYH4TO7KX/lqMj4wPJdQRpNPrfaYCHxcMTP0H7GHUeSRL+iJn8i08XFyo1rFVXtXEA2CqdJM2RgKEyJg609AGtgNMqS7/cOdVRAS/yO3omWYAeVANHwAGdygxsuJgbPtIc8awR8HgHqYrNukLQ0iMR+CjecwoEl5PnmnVRJqLvBnnjqcULTPmTKol/cDPQmNBDnS/L1dcDr+FpI7DjeakJhE7COiRA64b1U86fRQ== 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[45]------ =====签名报文结束====== 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[102]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[103]------ 后台请求报文为>version=5.0.0&encoding=utf-8&txnType=01&txnSubType=01&bizType=000201&frontUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&backUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&signMethod=01&channelType=08&accessType=0&currencyCode=156&merId=777290058110048&orderId=1234567890&txnTime=20160709001523&txnAmt=111100&certId=68759663125&signature=BM%2FXQN0xKs3IcQf2su7IADvgCiDhrWj3fh9mHrXn%2BD0%2BOiDdzXc84B9z245qeJNvNq6co%2BnF%2BSN6jSxdZHFXPxFDuPDYLqRfnuW1gm%2FYCYpdB%2FeYH4TO7KX%2FlqMj4wPJdQRpNPrfaYCHxcMTP0H7GHUeSRL%2BiJn8i08XFyo1rFVXtXEA2CqdJM2RgKEyJg609AGtgNMqS7%2FcOdVRAS%2FyO3omWYAeVANHwAGdygxsuJgbPtIc8awR8HgHqYrNukLQ0iMR%2BCjecwoEl5PnmnVRJqLvBnnjqcULTPmTKol%2FcDPQmNBDnS%2FL1dcDr%2BFpI7DjeakJhE7COiRA64b1U86fRQ%3D%3D 
2016-07-09 0:15:23, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[117]------ 后台返回结果为>accessType=0&bizType=000201&encoding=utf-8&merId=777290058110048&orderId=1234567890&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201607090014582933138&txnSubType=01&txnTime=20160709001523&txnType=01&version=5.0.0&certId=68759585097&signature=MHlqQ2NNPhnCnOabBnpT0YhnOrqG5kV1gY0PBGKJVlNcmXP0MXvrOTJT3AcJHdhMRGwWXUC9DvWyboLYs3jvhxITo5dvjJ2dOhJgkdw99+d9lbkprUOXP/fLwrx+oN/e7JsBnOL4MA1pk37nFqCoHA5RKJ/SKNfgEoN9vem93nxBM0/2Xdhnpoi8nPllW2vXftXJ0PF8uYAZ/KuxCPj+BbyweMWgmaIg9hn9InIuEHh4Hv5gy4iSOEcEHL5DpV4Kohvf1bs/qd/JlwFj2xKODQWVEwwCF7CZ2RdJO3UF7T8YB2Ub/+F7ylihSUR/+1fhvEmLHFr0y1XCMgghSjsLpw== 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[37]------ 读取签名证书…… 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/cert_util.php ], Line[62]------ 签名证书读取成功，序列号：68759663125 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[23]------ =====签名报文开始====== 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[29]------ 签名key=val&...串 >accessType=0&backUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&bizType=000201&certId=68759663125&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://xxh.sino-web.cn/api/home/pay/unionpaycallback?token=386777c139fd9e2ac5&merId=777290058110048&orderId=1234567890&signMethod=01&txnAmt=111100&txnSubType=01&txnTime=20160709001610&txnType=01&version=5.0.0 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[32]------ 摘要sha1x16 >be18cbe4d42ed63203ffdfac3d4bdb64b8c1c5af 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[40]------ 签名串为 >FgWmHTgg+82+C5PEuA75mgMvzWHWopni2g7GHD2raViD1LbmODDpIJpEHbKf+ULGgO9c8+pYmH3xWwMNIxWrW6SX9INjWEiw//8W84HstHOHDg265VLIuYELzSgO/9fdFJmPzVNzRSCRKcjF5dL1B40ZHwqDqnrl81Kwz70r2q/HshEpKKLzB6t876xXemq12SRI6AOiw/H9a1Hajn84aeXNGhgP+Br9KbeHs2nqWE5Pr+HC+F5hzhH5dLgMSWhuQnk+2axdEFR6T3laqJcn7ugC9/5Qq6oB1wXEcTGLSYsmQhZ6T2mS8IDlqjCpdPLI8Ze90TYKhwDkk69SMrBwew== 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[45]------ =====签名报文结束====== 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[102]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-07-09 0:16:10, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[103]------ 后台请求报文为>version=5.0.0&encoding=utf-8&txnType=01&txnSubType=01&bizType=000201&frontUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&backUrl=http%3A%2F%2Fxxh.sino-web.cn%2Fapi%2Fhome%2Fpay%2Funionpaycallback%3Ftoken%3D386777c139fd9e2ac5&signMethod=01&channelType=08&accessType=0&currencyCode=156&merId=777290058110048&orderId=1234567890&txnTime=20160709001610&txnAmt=111100&certId=68759663125&signature=FgWmHTgg%2B82%2BC5PEuA75mgMvzWHWopni2g7GHD2raViD1LbmODDpIJpEHbKf%2BULGgO9c8%2BpYmH3xWwMNIxWrW6SX9INjWEiw%2F%2F8W84HstHOHDg265VLIuYELzSgO%2F9fdFJmPzVNzRSCRKcjF5dL1B40ZHwqDqnrl81Kwz70r2q%2FHshEpKKLzB6t876xXemq12SRI6AOiw%2FH9a1Hajn84aeXNGhgP%2BBr9KbeHs2nqWE5Pr%2BHC%2BF5hzhH5dLgMSWhuQnk%2B2axdEFR6T3laqJcn7ugC9%2F5Qq6oB1wXEcTGLSYsmQhZ6T2mS8IDlqjCpdPLI8Ze90TYKhwDkk69SMrBwew%3D%3D 
2016-07-09 0:16:11, INFO, ::1, File[ /Library/WebServer/Documents/xiaoxionghui/SDK/unionpay/sdk/acpService.class.php ], Line[117]------ 后台返回结果为>accessType=0&bizType=000201&encoding=utf-8&merId=777290058110048&orderId=1234567890&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201607090014582933138&txnSubType=01&txnTime=20160709001610&txnType=01&version=5.0.0&certId=68759585097&signature=U26KND5wSQojYzXsrhLsZAfm7xfocW6D0OcU4gOVK6FVO40egnctverOUFGnxLZVsqBg1Nv0PQlYnbsd4xSwzauZzYgMcgm6rwHJPadU4sqbCs3KUVDoCRri34TNMUkWFqOuIrhAEd5CMV/GuEo0/t0ku5cYLN25CdaaWdnQva9Ipz837C9Z+GGslk4CJ9lh7dbXun715fDB68oSFMotHT2M9QECBM9zo5orVTe5uLbZ8SyZBrHj3bTozsZ9Pz39NvamCwClNAVCJmNUp2jmU6peY2obPqPLgNTufVoZphn5n7/Risva6bZCvOfCmwZpyt/tYh7PaGNCVlL0jRq5BA== 
